Unnið 25/02/2015,Íbúðaverð í fjölbýli - ársmeðaltöl,,,,,,,,
ár,fjöldi ,meðal-,meðal-,meðal-,meðal kaupv.,meðal staðgr.v.,,,
,í úrtaki,flatarmál (m²),kaupverð (þús.kr.),staðgr.verð (þús.kr.),pr. ferm. (kr./m²),pr. ferm. (kr./m²),,,
"Innan Hringbrautar og Snorrrabrautar, Reykjavík",,,,,,,,,
,,,,,,,,,
1998.0,75.0,98.0,8103.0,7847.0,86327.0,83623.0,,,
1999.0,80.0,96.0,8536.0,8482.0,92089.0,91568.0,,,
2000.0,67.0,106.0,11207.0,10609.0,108778.0,102906.0,,,
2001.0,58.0,101.0,11960.0,11115.0,121556.0,113055.0,,,
2002.0,71.0,105.0,12345.0,11440.0,120621.0,111904.0,,,
2003.0,66.0,102.0,13435.0,13257.0,135555.0,134156.0,,,
2004.0,96.0,109.0,15365.0,15187.0,145298.0,143780.0,,,
2005.0,76.0,98.0,19081.0,18906.0,195845.0,194168.0,,,
2006.0,58.0,109.0,25923.0,25378.0,241772.0,237396.0,,,
2007.0,76.0,108.0,27542.0,26733.0,262239.0,255000.0,,,
2008.0,31.0,102.0,28673.0,27708.0,278846.0,268215.0,,,
2009.0,16.0,104.0,24279.0,23014.0,235616.0,224678.0,,,
2010.0,25.0,106.0,24230.0,23755.0,240248.0,235099.0,,,
2011.0,60.0,108.0,29158.0,28641.0,267307.0,262783.0,,,
2012.0,60.0,114.0,30801.0,30379.0,273080.0,269193.0,,,
2013.0,71.0,107.0,31881.0,31408.0,305958.0,301046.0,,,
2014.0,74.0,115.0,40558.0,39875.0,352005.0,346773.0,,,
,,,,,,,,,
Mosfellsbær,,,,,,,,,
,,,,,,,,,
1990.0,14.0,127.0,6986.0,6069.0,56358.0,48600.0,,,
1991.0,13.0,115.0,7023.0,6134.0,64069.0,55987.0,,,
1992.0,10.0,105.0,7175.0,6505.0,69859.0,63427.0,,,
1993.0,11.0,97.0,6636.0,5957.0,69504.0,62589.0,,,
1994.0,29.0,117.0,7997.0,7486.0,72546.0,67911.0,,,
1995.0,36.0,99.0,6697.0,6228.0,71190.0,66310.0,,,
1996.0,42.0,105.0,7003.0,6536.0,70872.0,66422.0,,,
1997.0,50.0,107.0,7563.0,7059.0,72978.0,68077.0,,,
1998.0,64.0,103.0,7549.0,7295.0,75407.0,72820.0,,,
1999.0,74.0,109.0,8756.0,8690.0,82589.0,82020.0,,,
2000.0,62.0,103.0,10423.0,9794.0,104966.0,98641.0,,,
2001.0,76.0,102.0,11379.0,10520.0,115741.0,106939.0,,,
2002.0,117.0,102.0,12033.0,11144.0,123184.0,114042.0,,,
2003.0,147.0,96.0,12615.0,12408.0,135461.0,133327.0,,,
2004.0,149.0,98.0,14207.0,14103.0,149723.0,148771.0,,,
2005.0,203.0,112.0,20044.0,19796.0,183741.0,181604.0,,,
2006.0,105.0,106.0,22557.0,22180.0,216956.0,213349.0,,,
2007.0,151.0,107.0,25234.0,24654.0,241104.0,235974.0,,,
2008.0,68.0,107.0,26136.0,25084.0,251944.0,242096.0,,,
2009.0,33.0,102.0,24742.0,23375.0,243535.0,230789.0,,,
2010.0,42.0,105.0,21892.0,21132.0,214672.0,206511.0,,,
2011.0,81.0,106.0,23003.0,22504.0,220990.0,216151.0,,,
2012.0,66.0,105.0,25170.0,24502.0,242617.0,236590.0,,,
2013.0,77.0,110.0,27347.0,26649.0,254831.0,248244.0,,,
2014.0,102.0,108.0,29900.0,29518.0,284146.0,280700.0,,,
